checked in,company name,drive time,driver status,entry count,event date,last updated,question_1,question_10,question_11,question_12,question_13,question_14,question_15,question_16,question_17,question_2,question_3,question_4,question_5,question_6,question_7,question_8,question_9,registered,signed waiver,survey complete,timestamp,vehicle
yes,,11:30 AM,,,,,NO,6,6,,,11-30 miles,Desirable,No opinion,,,,6,6,3,3,3,3,Yes,no,,,Tesla Model X
yes,,3:30 PM,,,,,NO,6,5,,,11-30 miles,Desirable,For me,,,,4,4,5,5,6,5,Yes,yes,,,Tesla Model X
no,,11:00 AM,,,,,NO,7 (Extremely Important),6,,,31-50 miles,Desirable,For me,,,,6,6,6,6,7 (Extremely Important),7 (Extremely Important),Yes,no,,,Tesla Model X
yes,,10:30 AM,,2,,,,5,4,,,11-30 miles,Somewhat Desirable,For me,,,,4,5,6,5,4,3,Yes,yes,,,BMW i3
no,,9:00 AM,,,,,YES,7 (Extremely Important),3,,,31-50 miles,Somewhat Desirable,No opinion,,,,6,7 (Extremely Important),5,1 (Not at all important),5,4,Yes,no,,,Nissan LEAF
yes,,10:00 AM,,,,,YES,5,4,,,11-30 miles,Somewhat Desirable,For me,,,,4,5,6,5,4,3,Yes,yes,,,Tesla Model S
yes,,9:00 AM,,,,,YES,7 (Extremely Important),7 (Extremely Important),,,51-75 miles,Somewhat Desirable,No opinion,,,,7 (Extremely Important),7 (Extremely Important),5,3,7 (Extremely Important),7 (Extremely Important),Yes,yes,,,Tesla Model S
yes,,9:30 AM,,,,,YES,7 (Extremely Important),7 (Extremely Important),,,51-75 miles,Somewhat Desirable,For me,,,,5,6,6,2,2,2,Yes,yes,,,Tesla Model S
yes,,2:00 PM,,2,,,,7 (Extremely Important),4,,,31-50 miles,Somewhat Desirable,No opinion,,,,6,7 (Extremely Important),4,4,6,4,Yes,yes,,,Tesla Model S
no,,10:00 AM,,2,,,,7 (Extremely Important),4,,,31-50 miles,Somewhat Desirable,No opinion,,,,4,5,4,3,4,3,Yes,no,,,Tesla Model S
no,,3:00 PM,,,,,YES,7 (Extremely Important),6,,,11-30 miles,Somewhat Desirable,No opinion,,,,6,7 (Extremely Important),5,5,4,7 (Extremely Important),Yes,no,,,Tesla Model S
no,,10:30 AM,,,,,YES,6,7 (Extremely Important),,,11-30 miles,Somewhat Desirable,No opinion,,,,6,7 (Extremely Important),7 (Extremely Important),2,7 (Extremely Important),5,Yes,no,,,Tesla Model S
no,,12:00 PM,,,,,NO,5,4,,,11-30 miles,Somewhat Desirable,For me,,,,4,4,2,3,3,3,Yes,no,,,Tesla Model S
yes,,11:00 AM,,,,,YES,7 (Extremely Important),5,,,11-30 miles,Somewhat Desirable,For me,,,,5,7 (Extremely Important),5,5,5,5,Yes,no,,,Tesla Model X
yes,,10:30 AM,,2,,,,3,3,,,11-30 miles,Somewhat Desirable,No opinion,,,,1 (Not at all important),1 (Not at all important),1 (Not at all important),1 (Not at all important),1 (Not at all important),1 (Not at all important),Yes,yes,,,Tesla Model S
yes,,11:00 AM,,,,,NO,7 (Extremely Important),3,,,31-50 miles,Somewhat Desirable,No opinion,,,,5,5,7 (Extremely Important),1 (Not at all important),1 (Not at all important),1 (Not at all important),Yes,yes,,,Tesla Model S
yes,,2:30 PM,,,,,NO,5,4,,,11-30 miles,Somewhat Desirable,No opinion,,,,7 (Extremely Important),7 (Extremely Important),6,5,5,4,Yes,no,,,Mercedes GLE
yes,,3:00 PM,,,,,NO,5,2,,,31-50 miles,Somewhat Desirable,No opinion,,,,5,5,3,2,4,5,Yes,no,,,Mercedes GLE
no,,10:00 AM,,2,,,,7 (Extremely Important),7 (Extremely Important),,,31-50 miles,Somewhat Desirable,No opinion,,,,6,6,6,7 (Extremely Important),7 (Extremely Important),7 (Extremely Important),Yes,no,,,Mercedes GLE
no,,11:00 AM,,2,,,,6,7 (Extremely Important),,,11-30 miles,Somewhat Desirable,No opinion,,,,6,7 (Extremely Important),7 (Extremely Important),2,7 (Extremely Important),5,Yes,no,,,Mercedes GLE
no,,9:30 AM,,,,,YES,1 (Not at all important),1 (Not at all important),,,11-30 miles,Somewhat Desirable,No opinion,,,,4,4,4,7 (Extremely Important),1 (Not at all important),2,Yes,no,,,Mercedes GLE
yes,,2:30 PM,,2,,,,5,5,,,11-30 miles,Desirable,For me,,,,6,6,1 (Not at all important),4,3,3,Yes,no,,,Honda Clarity
yes,,12:00 PM,,,,,NO,2,2,,,None,Desirable,For me,,,,1 (Not at all important),1 (Not at all important),1 (Not at all important),1 (Not at all important),1 (Not at all important),1 (Not at all important),Yes,no,,,Honda Clarity
yes,,10:00 AM,,,,,NO,6,6,,,5-10 miles,Desirable,No opinion,,,,5,6,5,6,6,5,Yes,no,,,Mercedes GLE
no,,3:00 PM,,,,,NO,7 (Extremely Important),5,,,11-30 miles,Desirable,For me,,,,5,3,5,5,5,6,Yes,no,,,Mercedes GLE
yes,,4:00 PM,,,,,NO,7 (Extremely Important),7 (Extremely Important),,,31-50 miles,Desirable,For me,,,,3,5,4,4,3,3,Yes,no,,,MINI Countryman
yes,,10:30 AM,,,,,NO,,,,,11-30 miles,Very Undesirable,Not for me,,,,,,,,,,No,yes,,,Mercedes GLE
yes,,2:30 PM,,,,,NO,5,2,,,5-10 miles,Very Undesirable,No opinion,,,,5,5,4,5,5,4,No,no,,,Mercedes GLE
no,,2:00 PM,,,,,NO,,,,,31-50 miles,Very Undesirable,No opinion,,,,,,,,,,,no,,,Tesla Model X
no,,2:00 PM,,,,,YES,5,5,,,11-30 miles,Desirable,For me,,,,6,6,1 (Not at all important),4,3,3,Yes,no,,,Chevy Volt
no,,9:30 AM,,,,,NO,7 (Extremely Important),6,,,11-30 miles,Desirable,For me,,,,7 (Extremely Important),7 (Extremely Important),5,6,5,5,Yes,no,,,Chevy Volt
yes,,10:30 AM,,2,,,,6,6,,,11-30 miles,Somewhat Desirable,For me,,,,6,6,5,6,6,5,Yes,yes,,,Tesla Model X
yes,,9:00 AM,,,,,YES,4,4,,,11-30 miles,Somewhat Desirable,No opinion,,,,4,4,4,4,4,4,Yes,no,,,Tesla Model X
yes,,2:30 PM,,,,,NO,7 (Extremely Important),6,,,31-50 miles,Somewhat Desirable,For me,,,,4,5,3,2,2,2,Yes,no,,,Tesla Model X
yes,,2:00 PM,,,,,YES,7 (Extremely Important),4,,,11-30 miles,Somewhat Desirable,No opinion,,,,6,7 (Extremely Important),5,7 (Extremely Important),4,4,Yes,no,,,Tesla Model X
yes,,2:30 PM,,,,,NO,5,5,,,11-30 miles,Somewhat Desirable,No opinion,,,,7 (Extremely Important),6,6,4,5,4,Yes,no,,,Tesla Model X
yes,,3:30 PM,,,,,YES,7 (Extremely Important),1 (Not at all important),,,11-30 miles,Somewhat Desirable,No opinion,,,,5,5,1 (Not at all important),5,1 (Not at all important),1 (Not at all important),Yes,yes,,,Toyota Prius Prime
yes,,10:00 AM,,,,,NO,7 (Extremely Important),5,,,11-30 miles,Somewhat Desirable,No opinion,,,,5,5,5,3,5,5,Yes,no,,,Toyota Prius Prime
yes,,3:00 PM,,2,,,,4,1 (Not at all important),,,11-30 miles,Somewhat Desirable,Not for me,,,,7 (Extremely Important),7 (Extremely Important),3,2,1 (Not at all important),1 (Not at all important),Yes,yes,,,Toyota Prius Prime
yes,,3:30 PM,,,,,NO,5,5,,,31-50 miles,Somewhat Desirable,No opinion,,,,5,5,5,5,5,5,Yes,no,,,Toyota Prius Prime
no,,,,,,,,5,5,,,31-50 miles,Somewhat Desirable,No opinion,,,,5,5,5,5,5,5,Yes,no,,,
yes,,10:00 AM,,,,,NO,6,6,,,11-30 miles,Desirable,For me,,,,5,5,3,3,1 (Not at all important),1 (Not at all important),Yes,yes,,,Nissan LEAF
yes,,11:30 AM,,,,,YES,7 (Extremely Important),5,,,11-30 miles,Desirable,For me,,,,7 (Extremely Important),7 (Extremely Important),5,6,6,4,Yes,no,,,Tesla Model S
yes,,2:30 PM,,,,,NO,6,6,,,31-50 miles,Desirable,No opinion,,,,5,5,5,6,6,6,Yes,yes,,,Tesla Model S
yes,,2:00 PM,,,,,NO,7 (Extremely Important),5,,,11-30 miles,Desirable,For me,,,,5,3,5,5,5,6,Yes,no,,,Tesla Model X
yes,,9:30 AM,,,,,NO,5,5,,,11-30 miles,Desirable,No opinion,,,,4,4,6,5,5,5,Yes,no,,,Tesla Model X
yes,,2:30 PM,,,,,NO,6,4,,,31-50 miles,Somewhat Desirable,No opinion,,,,7 (Extremely Important),7 (Extremely Important),6,5,3,3,Yes,yes,,,Tesla Model X
no,,3:00 PM,,2,,,,5,5,,,5-10 miles,Somewhat Desirable,No opinion,,,,4,5,5,7 (Extremely Important),3,3,Yes,no,,,Tesla Model X
no,,12:00 PM,,,,,NO,7 (Extremely Important),5,,,Below 5 miles,Somewhat Desirable,No opinion,,,,5,5,5,5,6,6,Yes,no,,,Tesla Model X
no,,9:30 AM,,2,,,,4,4,,,11-30 miles,Somewhat Desirable,No opinion,,,,4,4,4,4,4,4,Yes,no,,,Tesla Model X
yes,,12:30 PM,,,,,YES,7 (Extremely Important),4,,,31-50 miles,Somewhat Desirable,No opinion,,,,6,7 (Extremely Important),4,4,6,4,Yes,yes,,,Toyota Prius Prime
yes,,3:30 PM,,2,,,,7 (Extremely Important),4,,,31-50 miles,Undesirable,No opinion,,,,4,5,7 (Extremely Important),6,7 (Extremely Important),4,No,yes,,,Honda Clarity
no,,12:30 PM,,,,,NO,7 (Extremely Important),7 (Extremely Important),,,11-30 miles,Undesirable,No opinion,,,,7 (Extremely Important),7 (Extremely Important),7 (Extremely Important),7 (Extremely Important),7 (Extremely Important),7 (Extremely Important),,no,,,Honda Clarity
yes,,11:30 AM,,2,,,,7 (Extremely Important),5,,,31-50 miles,Undesirable,For me,,,,5,7 (Extremely Important),4,4,5,2,Yes,yes,,,Mercedes GLE
yes,,11:30 AM,,,,,YES,7 (Extremely Important),5,,,31-50 miles,Undesirable,No opinion,,,,7 (Extremely Important),7 (Extremely Important),7 (Extremely Important),5,5,7 (Extremely Important),Yes,no,,,Mercedes GLE
yes,,2:00 PM,,2,,,,7 (Extremely Important),3,,,11-30 miles,Undesirable,No opinion,,,,7 (Extremely Important),7 (Extremely Important),3,2,2,1 (Not at all important),Yes,no,,,Mercedes GLE
yes,,2:30 PM,,,,,NO,6,6,,,51-75 miles,Undesirable,No opinion,,,,5,5,6,2,4,4,Yes,no,,,BMW i3
yes,,12:00 PM,,,,,YES,7 (Extremely Important),4,,,5-10 miles,Undesirable,No opinion,,,,5,6,5,4,3,2,Yes,no,,,Chevy Volt
no,,11:00 AM,,,,,YES,7 (Extremely Important),4,,,Below 5 miles,Undesirable,No opinion,,,,6,4,4,4,6,4,,no,,,Chevy Volt
yes,,12:30 PM,,2,,,,7 (Extremely Important),5,,,31-50 miles,Undesirable,No opinion,,,,7 (Extremely Important),7 (Extremely Important),7 (Extremely Important),5,5,7 (Extremely Important),Yes,no,,,Tesla Model X
no,,9:30 AM,,,,,YES,6,4,,,31-50 miles,Very Desirable,For me,,,,6,6,3,5,4,3,Yes,yes,,,BMW i3
yes,,12:00 PM,,,,,NO,2,3,,,None,Very Desirable,No opinion,,,,6,2,6,3,6,2,Yes,no,,,Honda Clarity
no,,10:30 AM,,,,,YES,7 (Extremely Important),7 (Extremely Important),,,31-50 miles,Very Desirable,For me,,,,5,7 (Extremely Important),7 (Extremely Important),6,7 (Extremely Important),6,,no,,,Honda Clarity
no,,10:00 AM,,,,,NO,7 (Extremely Important),5,,,11-30 miles,Very Desirable,For me,,,,2,5,4,2,6,5,Yes,yes,,,Honda Clarity
no,,10:00 AM,,,,,YES,6,6,,,31-50 miles,Very Desirable,For me,,,,6,6,6,6,6,6,,yes,,,Honda Clarity
yes,,11:00 AM,,2,,,,6,6,,,31-50 miles,Very Desirable,For me,,,,6,6,6,6,6,6,,yes,,,Mercedes GLE
yes,,12:00 PM,,,,,NO,7 (Extremely Important),7 (Extremely Important),,,31-50 miles,Very Desirable,For me,,,,3,4,4,1 (Not at all important),4,4,Yes,no,,,MINI Countryman
yes,,2:30 PM,,,,,YES,1 (Not at all important),1 (Not at all important),,,Over 75 miles,Very Desirable,Not for me,,,,1 (Not at all important),1 (Not at all important),1 (Not at all important),1 (Not at all important),1 (Not at all important),1 (Not at all important),No,no,,,Nissan LEAF
yes,,3:00 PM,,2,,,,1 (Not at all important),1 (Not at all important),,,Over 75 miles,Very Desirable,Not for me,,,,1 (Not at all important),1 (Not at all important),1 (Not at all important),1 (Not at all important),1 (Not at all important),1 (Not at all important),No,no,,,Tesla Model S
yes,,2:00 PM,,,,,NO,7 (Extremely Important),6,,,31-50 miles,Undesirable,No opinion,,,,7 (Extremely Important),7 (Extremely Important),5,5,6,7 (Extremely Important),Yes,yes,,,Mercedes GLE
yes,,2:30 PM,,,,,YES,7 (Extremely Important),7 (Extremely Important),,,31-50 miles,Undesirable,No opinion,,,,7 (Extremely Important),7 (Extremely Important),7 (Extremely Important),7 (Extremely Important),7 (Extremely Important),7 (Extremely Important),,no,,,Tesla Model S
yes,,4:00 PM,,,,,YES,7 (Extremely Important),4,,,31-50 miles,Undesirable,No opinion,,,,4,5,7 (Extremely Important),6,7 (Extremely Important),4,No,yes,,,Tesla Model S
yes,,11:00 AM,,,,,NO,6,5,,,31-50 miles,Undesirable,No opinion,,,,5,7 (Extremely Important),5,4,5,5,Yes,yes,,,Tesla Model S
yes,,10:00 AM,,,,,NO,7 (Extremely Important),4,,,31-50 miles,Undesirable,No opinion,,,,5,7 (Extremely Important),4,4,4,3,Yes,yes,,,Tesla Model S
no,,10:30 AM,,2,,,,1 (Not at all important),1 (Not at all important),,,11-30 miles,Somewhat Desirable,No opinion,,,,4,4,4,7 (Extremely Important),1 (Not at all important),2,Yes,no,,,Mercedes GLE
yes,,12:00 PM,,2,,,,5,6,,,11-30 miles,Somewhat Desirable,No opinion,,,,7 (Extremely Important),7 (Extremely Important),7 (Extremely Important),7 (Extremely Important),6,6,Yes,yes,,,MINI Countryman
yes,,9:00 AM,,,,,YES,7 (Extremely Important),4,,,11-30 miles,Somewhat Desirable,No opinion,,,,7 (Extremely Important),6,3,1 (Not at all important),1 (Not at all important),1 (Not at all important),Yes,yes,,,MINI Countryman
yes,,3:00 PM,,,,,NO,6,6,,,11-30 miles,Somewhat Desirable,No opinion,,,,2,5,6,4,6,6,Yes,no,,,Nissan LEAF
yes,,12:30 PM,,,,,NO,6,6,,,11-30 miles,Somewhat Desirable,No opinion,,,,4,6,5,2,6,3,Yes,yes,,,Nissan LEAF
yes,,11:30 AM,,,,,YES,6,6,,,11-30 miles,Somewhat Desirable,For me,,,,6,6,5,6,6,5,Yes,yes,,,Tesla Model S
yes,,11:00 AM,,,,,NO,7 (Extremely Important),5,,,11-30 miles,Somewhat Desirable,No opinion,,,,5,7 (Extremely Important),3,4,6,5,Yes,no,,,Tesla Model S
yes,,4:00 PM,,2,,,,7 (Extremely Important),1 (Not at all important),,,11-30 miles,Somewhat Desirable,No opinion,,,,5,5,1 (Not at all important),5,1 (Not at all important),1 (Not at all important),Yes,yes,,,Tesla Model S
yes,,4:00 PM,,,,,YES,4,1 (Not at all important),,,11-30 miles,Somewhat Desirable,Not for me,,,,7 (Extremely Important),7 (Extremely Important),3,2,1 (Not at all important),1 (Not at all important),Yes,yes,,,Tesla Model S
no,,9:00 AM,,,,,YES,7 (Extremely Important),7 (Extremely Important),,,31-50 miles,Somewhat Desirable,No opinion,,,,6,6,6,7 (Extremely Important),7 (Extremely Important),7 (Extremely Important),Yes,no,,,Tesla Model S
,City of Gahanna,4:00 PM,Driver,,,,YES,,,5,3,Over 75 miles,,,Yes,,NO,5,2,2,7 (Extremely Important),2,,,,,,Honda Clarity
,City of Gahanna,12:45 PM,Driver,,,,NO,,,5,4,51-75 miles,,,Yes,,NO,4,5,3,5,5,,,,,,Mercedes GLE
,City of Gahanna,6:45 PM,Driver,2,,,,,,7 (Extremely Important),7 (Extremely Important),51-75 miles,,,Yes,,NO,7 (Extremely Important),6,5,7 (Extremely Important),7 (Extremely Important),,,,,,Mercedes GLE
,City of Gahanna,12:30 PM,Driver,2,,,,,,5,6,31-50 miles,,,Yes,,NO,5,5,3,6,5,,,,,,Mercedes GLE
,City of Gahanna,2:15 PM,Driver,,,,YES,,,6,6,11-30 miles,,,Yes,,NO,6,6,6,6,6,,,,,,Mercedes GLE
yes,,3:00 PM,,,,,NO,5,5,,,31-50 miles,Somewhat Desirable,For me,,,,5,5,5,3,5,1 (Not at all important),Yes,yes,,,Tesla Model X
yes,,12:30 PM,,,,,NO,1 (Not at all important),4,,,31-50 miles,Somewhat Desirable,No opinion,,,,7 (Extremely Important),7 (Extremely Important),4,1 (Not at all important),1 (Not at all important),1 (Not at all important),Yes,no,,,Tesla Model X
yes,,12:00 PM,,2,,,,7 (Extremely Important),7 (Extremely Important),,,51-75 miles,Somewhat Desirable,For me,,,,5,6,6,2,2,2,Yes,yes,,,Tesla Model X
yes,,9:30 AM,,,,,YES,3,3,,,11-30 miles,Somewhat Desirable,No opinion,,,,1 (Not at all important),1 (Not at all important),1 (Not at all important),1 (Not at all important),1 (Not at all important),1 (Not at all important),Yes,yes,,,Tesla Model X
yes,,11:30 AM,,,,,YES,5,6,,,11-30 miles,Somewhat Desirable,No opinion,,,,7 (Extremely Important),7 (Extremely Important),7 (Extremely Important),7 (Extremely Important),6,6,Yes,yes,,,Tesla Model X
no,,10:30 AM,,2,,,,6,4,,,31-50 miles,Very Desirable,For me,,,,6,6,3,5,4,3,Yes,yes,,,Tesla Model S
yes,,3:00 PM,,,,,NO,6,6,,,11-30 miles,Very Desirable,For me,,,,5,6,3,3,6,5,Yes,no,,,Tesla Model X
yes,,12:00 PM,,2,,,,6,6,,,Below 5 miles,Very Undesirable,No opinion,,,,4,6,3,2,2,2,No,yes,,,Tesla Model S
yes,,10:00 AM,,,,,NO,3,3,,,51-75 miles,Very Undesirable,No opinion,,,,5,5,5,5,4,3,No,yes,,,Tesla Model X
yes,,11:30 AM,,,,,YES,6,6,,,Below 5 miles,Very Undesirable,No opinion,,,,4,6,3,2,2,2,No,yes,,,Tesla Model X
no,,11:00 AM,,2,,,,7 (Extremely Important),6,,,11-30 miles,Very Undesirable,Not for me,,,,7 (Extremely Important),7 (Extremely Important),7 (Extremely Important),6,5,4,No,no,,,Tesla Model X
,City of Gahanna,4:30 PM,Driver,2,,,,,,5,3,Over 75 miles,,,Yes,,NO,5,2,2,7 (Extremely Important),2,,,,,,Chevy Volt
,City of Gahanna,6:45 PM,Driver,,,,NO,,,6,4,11-30 miles,,,Yes,,NO,2,2,2,7 (Extremely Important),7 (Extremely Important),,,,,,Nissan LEAF
,City of Gahanna,1:45 PM,Driver,,,,NO,,,7 (Strongly Agree),4,51-75 miles,,,Yes,,NO,4,6,4,5,5,,,,,,Tesla Model S
,City of Gahanna,12:15 PM,Driver,,,,NO,,,5,2,5-10 miles,,,N/A,,NO,1 (Not at all important),4,2,7 (Extremely Important),5,,,,,,Tesla Model S
,City of Gahanna,5:30 PM,Driver,,,,YES,,,7 (Extremely Important),5,5-10 miles,,,Yes,,NO,6,6,6,6,6,,,,,,Tesla Model S
,City of Gahanna,12:30 PM,Driver,,,,NO,,,5,5,11-30 miles,,,Yes,,NO,7 (Extremely Important),5,3,7 (Extremely Important),7 (Extremely Important),,,,,,Tesla Model S
,City of Gahanna,6:15 PM,Driver,,,,NO,,,4,5,31-50 miles,,,Yes,,NO,2,3,2,6,6,,,,,,Tesla Model S
,City of Gahanna,6:00 PM,Driver,,,,NO,,,7 (Extremely Important),4,11-30 miles,,,Yes,,NO,5,7 (Extremely Important),7 (Extremely Important),5,7 (Extremely Important),,,,,,Tesla Model S
,City of Gahanna,6:30 PM,Driver,,,,YES,,,7 (Extremely Important),7 (Extremely Important),51-75 miles,,,Yes,,NO,7 (Extremely Important),6,5,7 (Extremely Important),7 (Extremely Important),,,,,,Tesla Model X
,City of Gahanna,12:00 PM,Driver,,,,YES,,,5,6,31-50 miles,,,Yes,,NO,5,5,3,6,5,,,,,,Tesla Model X
,City of Gahanna,5:45 PM,Driver,2,,,,,,7 (Extremely Important),5,5-10 miles,,,Yes,,NO,6,6,6,6,6,,,,,,Tesla Model X
,City of Gahanna,2:30 PM,Driver,,,,NO,,,7 (Extremely Important),5,5-10 miles,,No opinion,Yes,,NO,1 (Not at all important),1 (Not at all important),1 (Not at all important),7 (Extremely Important),4,Somewhat Important,,,,,Mercedes GLE
,City of Gahanna,6:30 PM,Driver,,,,NO,,,5,5,11-30 miles,,No opinion,Yes,,NO,4,5,5,5,4,Somewhat Important,,,,,Mercedes GLE
,City of Gahanna,5:30 PM,Driver,,,,NO,,,5,2,5-10 miles,,For me,Yes,,NO,2,1 (Not at all important),1 (Not at all important),6,6,Somewhat Important,,,,,Nissan LEAF
,City of Gahanna,12:00 PM,Driver,,,,NO,,,7 (Extremely Important),4,5-10 miles,,No opinion,Yes,,NO,4,4,7 (Extremely Important),7 (Extremely Important),7 (Extremely Important),Somewhat Important,,,,,Nissan LEAF
,City of Gahanna,1:30 PM,Driver,,,,NO,,,4,4,11-30 miles,,No opinion,Yes,,NO,4,4,4,3,4,Somewhat Important,,,,,Tesla Model S
yes,,2:00 PM,,2,,,,7 (Extremely Important),4,,,5-10 miles,Undesirable,No opinion,,,,5,6,5,4,3,2,Yes,no,,,Tesla Model S
yes,,3:30 PM,,,,,YES,7 (Extremely Important),3,,,11-30 miles,Undesirable,No opinion,,,,7 (Extremely Important),7 (Extremely Important),3,2,2,1 (Not at all important),Yes,no,,,Tesla Model S
yes,,2:00 PM,,,,,NO,7 (Extremely Important),3,,,Over 75 miles,Undesirable,No opinion,,,,5,5,5,5,4,3,Yes,yes,,,Tesla Model S
yes,,2:30 PM,,,,,NO,7 (Extremely Important),7 (Extremely Important),,,None,Undesirable,For me,,,,7 (Extremely Important),7 (Extremely Important),7 (Extremely Important),7 (Extremely Important),7 (Extremely Important),7 (Extremely Important),,no,,,Tesla Model S
yes,,3:00 PM,,,,,YES,6,3,,,11-30 miles,Undesirable,No opinion,,,,4,5,2,4,4,4,,yes,,,Tesla Model S
yes,,4:00 PM,,,,,YES,7 (Extremely Important),5,,,31-50 miles,Undesirable,No opinion,,,,5,5,4,3,5,6,Yes,yes,,,Tesla Model X
yes,,12:00 PM,,2,,,,7 (Extremely Important),7 (Extremely Important),,,31-50 miles,Undesirable,No opinion,,,,7 (Extremely Important),7 (Extremely Important),7 (Extremely Important),7 (Extremely Important),7 (Extremely Important),7 (Extremely Important),,no,,,Tesla Model X
yes,,10:00 AM,,,,,NO,5,5,,,11-30 miles,Undesirable,No opinion,,,,4,5,5,5,4,2,Yes,yes,,,Tesla Model X
yes,,10:00 AM,,,,,NO,5,4,,,31-50 miles,Undesirable,No opinion,,,,5,5,5,6,4,5,No,yes,,,Tesla Model X
yes,,10:30 AM,,,,,YES,7 (Extremely Important),5,,,31-50 miles,Undesirable,For me,,,,5,7 (Extremely Important),4,4,5,2,Yes,yes,,,Tesla Model X
,City of Gahanna,1:45 PM,Driver,,,,YES,,,4,1 (Not at all important),11-30 miles,,Not for me,Yes,,YES,2,4,5,7 (Extremely Important),7 (Extremely Important),Important,,,,,Tesla Model X
,City of Gahanna,2:30 PM,Driver,2,,,,,,6,6,11-30 miles,,For me,Yes,,NO,6,6,6,6,6,Important,,,,,Tesla Model X
,City of Gahanna,5:30 PM,Driver,2,,,,,,5,2,11-30 miles,,For me,Yes,,NO,5,2,2,7 (Extremely Important),2,Important,,,,,Tesla Model X
,City of Gahanna,1:30 PM,Driver,,,,YES,,,6,6,5-10 miles,,No opinion,N/A,,NO,6,7 (Extremely Important),6,4,4,Somewhat Important,,,,,Tesla Model X
,City of Gahanna,4:15 PM,Driver,,,,YES,,,5,6,5-10 miles,,No opinion,Yes,,NO,4,6,4,6,4,Somewhat Important,,,,,Tesla Model X
,City of Gahanna,4:30 PM,Driver,2,,,,,,5,6,5-10 miles,,No opinion,Yes,,NO,4,6,4,6,4,Somewhat Important,,,,,Tesla Model X
,City of Gahanna,12:30 PM,Driver,,,,NO,,,6,6,31-50 miles,,For me,Yes,,NO,6,6,6,6,6,Somewhat Important,,,,,Tesla Model X
,City of Gahanna,6:45 PM,Driver,2,,,,,,5,5,11-30 miles,,For me,Yes,,NO,5,6,3,5,6,Somewhat Important,,,,,Tesla Model X
yes,,10:00 AM,,,,,NO,6,6,,,31-50 miles,Very Desirable,For me,,,,4,5,1 (Not at all important),5,3,5,Yes,yes,,,Toyota Prius Prime
no,,11:00 AM,,,,,NO,7 (Extremely Important),7 (Extremely Important),,,31-50 miles,Very Desirable,For me,,,,4,6,7 (Extremely Important),5,5,6,Yes,no,,,Toyota Prius Prime
no,,9:00 AM,,,,,YES,7 (Extremely Important),6,,,11-30 miles,Very Undesirable,Not for me,,,,7 (Extremely Important),7 (Extremely Important),7 (Extremely Important),6,5,4,No,no,,,BMW i3
yes,,10:30 AM,,,,,NO,1 (Not at all important),1 (Not at all important),,,11-30 miles,Very Undesirable,Not for me,,,,1 (Not at all important),1 (Not at all important),1 (Not at all important),1 (Not at all important),1 (Not at all important),1 (Not at all important),Yes,yes,,,Nissan LEAF
yes,,4:00 PM,,,,,NO,6,4,,,5-10 miles,Very Undesirable,For me,,,,4,5,5,5,3,3,No,yes,,,Nissan LEAF
,City of Gahanna,5:00 PM,Driver,,,,YES,,,5,2,11-30 miles,,For me,Yes,,NO,5,2,2,7 (Extremely Important),2,Important,,,,,Toyota Prius Prime
,City of Gahanna,12:30 PM,Driver,,,,NO,,,5,5,5-10 miles,,No opinion,Yes,,NO,3,3,3,6,4,Important,,,,,Toyota Prius Prime
,City of Gahanna,12:30 PM,Driver,,,,YES,,,6,6,11-30 miles,,For me,N/A,,NO,6,6,7 (Extremely Important),5,5,Somewhat Important,,,,,BMW i3
,City of Gahanna,12:45 PM,Driver,,,,NO,,,6,1 (Not at all important),11-30 miles,,For me,Yes,,NO,2,1 (Not at all important),4,7 (Extremely Important),7 (Extremely Important),Somewhat Important,,,,,BMW i3
,City of Gahanna,6:30 PM,Driver,,,,NO,,,5,5,5-10 miles,,No opinion,Yes,,NO,5,5,5,5,5,Somewhat Important,,,,,BMW i3
,City of Gahanna,12:30 PM,Driver,,,,NO,,,7 (Extremely Important),5,5-10 miles,,No opinion,Yes,,NO,3,3,3,5,2,Unimportant,,,,,Honda Clarity
,City of Gahanna,12:00 PM,Driver,,,,NO,,,5,1 (Not at all important),5-10 miles,,For me,N/A,,NO,2,2,3,7 (Extremely Important),2,Unimportant,,,,,Honda Clarity
,City of Gahanna,1:00 PM,Driver,,,,NO,,,4,4,11-30 miles,,No opinion,Yes,,NO,4,4,4,4,4,Unimportant,,,,,Mercedes GLE
,City of Gahanna,6:15 PM,Driver,,,,YES,,,5,2,51-75 miles,,No opinion,Yes,,NO,2,2,2,6,1 (Not at all important),Unimportant,,,,,Mercedes GLE
,City of Gahanna,2:45 PM,Driver,,,,NO,,,5,6,5-10 miles,,Not for me,No,,NO,5,5,4,5,2,Unimportant,,,,,Mercedes GLE
,City of Gahanna,4:45 PM,Driver,,,,NO,,,5,5,11-30 miles,,No opinion,Yes,,NO,3,5,2,6,6,Somewhat Important,,,,,Tesla Model X
,City of Gahanna,2:00 PM,Driver,2,,,,,,5,6,5-10 miles,,No opinion,N/A,,NO,4,7 (Extremely Important),6,6,5,Somewhat Important,,,,,Tesla Model X
,City of Gahanna,12:00 PM,Driver,,,,NO,,,6,1 (Not at all important),11-30 miles,,No opinion,N/A,,NO,3,3,3,7 (Extremely Important),7 (Extremely Important),Somewhat Important,,,,,Toyota Prius Prime
,City of Gahanna,,Rider,,,,,,,4,3,11-30 miles,,No opinion,N/A,,NO,3,4,4,4,4,Somewhat Important,,,,,
